,questions,answers
49,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,de jongen gooit de milkshake per ongeluk om op de bekleding van de auto
50,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,niets volgens mij want zij schreeuwt alleen lul
51,video_2_condition_0_In hoeverre was je aandacht gericht op de film?,0.9520833333333333
52,video_2_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9791666666666666
53,video_2_condition_0_Wat bestelt de vrouw in het begin van de film?,Chinese tomatensoep met veel kip
54,"video_2_condition_0_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",Aan Fred
55,video_2_condition_0_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,Eerst in dame Blanche maar dan peche melba
56,video_2_condition_0_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,zij is jarig
57,video_2_condition_0_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,ze zijn broer en zus
58,video_2_condition_0_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,als een gelukkige familie met een oma
59,video_2_condition_0_Hoeveel sterretjes stonden er op de taart?,twee of drie
60,video_2_condition_0_Wat was er aan de hand met de vrouw van Fred?,ze was dement
61,video_2_condition_0_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,Robert
62,"video_2_condition_0_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",een informatica bedrijfje
63,video_4_condition_1_In hoeverre was je aandacht gericht op de film?,-0.825
64,video_4_condition_1_In hoeverre was je aandacht gericht op de taak?,0.79375
65,video_4_condition_1_Wat is de naam van deze film?, geen idee
66,video_4_condition_1_Hoe komt Samual aan geld?,bedelen
67,video_4_condition_1_Wat staat er op het briefje dat Samual bij zich had?,een kasteel of strand misschien
68,video_4_condition_1_Wat doet Samual met het muntgeld?,hij wil bellen
69,video_4_condition_1_Waarom is Samual in Amsterdam?,zijn dochter is zwanger
70,video_4_condition_1_Waar zijn volgens Samual de dromen van de toekomst?,aan de andere kant van de zee
71,video_4_condition_1_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,aan een meisje in een azielzoekerscentrom of zo
72,video_4_condition_1_Aan wie doet het meisje in het kinderdagverblijf samual denken?,geen ideecomma zijn dochter misschien
73,video_4_condition_1_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,schuift het terug en schudt nee
74,video_4_condition_1_Wat staat er op het raam van het kinderdagverblijf geschilderd?,geen idee
