,questions,answers
45,video_0_condition_1_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,de jongen laten rijden
46,video_0_condition_1_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,stilstaan op kolenberg
47,video_0_condition_1_Wat bestelt de jongen bij het restaurant?,hamburger en happy meal
48,video_0_condition_1_Wat is de relatie tussen de jongen en de chauffeur?,zoonminusvader
49,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,omdat hij iets omgooit in de auto
50,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,niks
51,video_4_condition_0_In hoeverre was je aandacht gericht op de film?,0.8770833333333333
52,video_4_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.925
53,video_4_condition_0_Wat is de naam van deze film?,Samual
54,video_4_condition_0_Hoe komt Samual aan geld?,bedelen
55,video_4_condition_0_Wat staat er op het briefje dat Samual bij zich had?,telefoonnummer 020
56,video_4_condition_0_Wat doet Samual met het muntgeld?,in de telefoon stoppen
57,video_4_condition_0_Waarom is Samual in Amsterdam?,om zijn dochter te zien
58,video_4_condition_0_Waar zijn volgens Samual de dromen van de toekomst?,aan de overkant van de zee
59,video_4_condition_0_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,het kleine meisje
60,video_4_condition_0_Aan wie doet het meisje in het kinderdagverblijf samual denken?,zijn dochter
61,video_4_condition_0_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,schuift het geld terug
62,video_4_condition_0_Wat staat er op het raam van het kinderdagverblijf geschilderd?,SLASH
63,video_2_condition_1_In hoeverre was je aandacht gericht op de film?,-0.14791666666666667
64,video_2_condition_1_In hoeverre was je aandacht gericht op de taak?,0.4125
65,video_2_condition_1_Wat bestelt de vrouw in het begin van de film?, tomatensoep
66,"video_2_condition_1_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",Fred
67,video_2_condition_1_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dame blanche
68,video_2_condition_1_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
69,video_2_condition_1_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,broer en zus
70,video_2_condition_1_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,grote familie met oma
71,video_2_condition_1_Hoeveel sterretjes stonden er op de taart?,SLASH
72,video_2_condition_1_Wat was er aan de hand met de vrouw van Fred?,dement
73,video_2_condition_1_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,SLASH
74,"video_2_condition_1_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",van kantoor sportvereniging
