,questions,answers
27,video_1_condition_0_In hoeverre was je aandacht gericht op de film?,0.8895833333333333
28,video_1_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.6270833333333333
29,video_1_condition_0_Wat is de naam van deze film?,geen idee
30,video_1_condition_0_Is de pizzabezorger blij met zijn fooi?,nee
31,video_1_condition_0_Hoe heet de pizzabezorger?,rachid
32,video_1_condition_0_Op wat voor kleur scooter rijdt de pizzabezorger?,rood
33,video_1_condition_0_Welke kleur kleren heeft de baby?,blauw wit gestreept
34,video_1_condition_0_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,in het warmhoud vakje van de brommer
35,video_1_condition_0_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,omdat de baby huilt en hij niet wil dat het gezin erachter komt
36,video_1_condition_0_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,pizza galeria
37,video_1_condition_0_Waar geeft de pizzabezorger de baby af?,ziekenhuis
38,video_1_condition_0_Welke dieren bekeken de pizzabezorger en baby?,geen idee
39,video_0_condition_1_In hoeverre was je aandacht gericht op de film?,0.3729166666666667
40,video_0_condition_1_In hoeverre was je aandacht gericht op de taak?,0.7104166666666667
41,video_0_condition_1_Wat is de kleur van de dienstauto van de chauffeur?,zwart
42,video_0_condition_1_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,of ze hier op school zitten en of ze tom kennen en hem willen ophalen
43,video_0_condition_1_Hoe heet de jongen die met de chauffeur mee gaat?,tom
44,video_0_condition_1_Wat belooft de chauffeur de jongen als hij mee gaat?,een wit speelgoed autootje
45,video_0_condition_1_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,tom laten rijden
46,video_0_condition_1_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,gaan naar een fastfood restaurant
47,video_0_condition_1_Wat bestelt de jongen bij het restaurant?,happy meal en vanilla milkshake en een hamburger
48,video_0_condition_1_Wat is de relatie tussen de jongen en de chauffeur?,vader en zoon
49,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,het eten gaat door de auto heen en die is vies daardoor jongen schopt tegen het eten aan
50,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,niks
51,video_3_condition_0_In hoeverre was je aandacht gericht op de film?,0.95
52,video_3_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9541666666666667
53,video_3_condition_0_Wat voor fruit ligt er in de kleedkamer?,bananen
54,video_3_condition_0_Waar is de hoofdpersoon op vakantie geweest?,drenthe
55,video_3_condition_0_Wat is volgens de hoofdrolspeler een wet van de natuur?,dat meisjes lekkerder worden in de zomer
56,video_3_condition_0_Hoe heet de hoofdrolspeler?,daan
57,video_3_condition_0_Waarom wordt de hoofdrolspeler boos en agressief?,omdat de andere jongens vervelend doen tegen britt
58,video_3_condition_0_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,eerst troosten daarna kusje geven
59,video_3_condition_0_Welke sport speelt het team in deze film?,korfbal
60,video_3_condition_0_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,geen idee
61,video_3_condition_0_Welke kleur heeft de bal?,blauwgeel
62,video_3_condition_0_Welke kleur is het shirt dat de gezette jongen draagt?,grijs
63,video_5_condition_1_In hoeverre was je aandacht gericht op de film?,0.2520833333333333
64,video_5_condition_1_In hoeverre was je aandacht gericht op de taak?,0.7375
65,video_5_condition_1_Wie is 'het lekkerste wijf op het feest?',daan
66,video_5_condition_1_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,florian
67,video_5_condition_1_Waar komt Florian vandaan?,amsterdam
68,video_5_condition_1_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,geen idee
69,video_5_condition_1_Wat is de reden dat Bram en Florian naar buiten gaan?,florian vind het binnen te druk
70,video_5_condition_1_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,uitverkocht
71,video_5_condition_1_Welk spel speelt de groep in deze film?,turn it around
72,video_5_condition_1_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,hij heeft nog wat rondjes in te halen en wil met florian kussen
73,video_5_condition_1_Komt het flesje van Bram uit bij Florian?,nee
74,video_5_condition_1_Wat is de kleur van het etiket op het flesje?,blauw
