,questions,answers
32,video_5_condition_1_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,
33,video_5_condition_1_Wat is de reden dat Bram en Florian naar buiten gaan?,omdat florian het te druk vond binnen
34,video_5_condition_1_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,de tickets zijn uitverkocht
35,video_5_condition_1_Welk spel speelt de groep in deze film?,flesje draaien
36,video_5_condition_1_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,omdat hij met florian wil zoene
37,video_5_condition_1_Komt het flesje van Bram uit bij Florian?,nee
38,video_5_condition_1_Wat is de kleur van het etiket op het flesje?,rood
39,video_2_condition_0_In hoeverre was je aandacht gericht op de film?,0.9395833333333333
40,video_2_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9979166666666667
41,video_2_condition_0_Wat bestelt de vrouw in het begin van de film?,tomatensoep met extra kip
42,"video_2_condition_0_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",fred
43,video_2_condition_0_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dame blanche
44,video_2_condition_0_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
45,video_2_condition_0_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,ze zijn broer en zus
46,video_2_condition_0_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,als een gorte gezelllige familie
47,video_2_condition_0_Hoeveel sterretjes stonden er op de taart?,4
48,video_2_condition_0_Wat was er aan de hand met de vrouw van Fred?,dement
49,video_2_condition_0_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,robert
50,"video_2_condition_0_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",ze dacht van werk en waarschijnlijk iets met computers maar het was van een schaats club
51,video_3_condition_1_In hoeverre was je aandacht gericht op de film?,0.8604166666666667
52,video_3_condition_1_In hoeverre was je aandacht gericht op de taak?,0.75625
53,video_3_condition_1_Wat voor fruit ligt er in de kleedkamer?,banaan
54,video_3_condition_1_Waar is de hoofdpersoon op vakantie geweest?,drenthe
55,video_3_condition_1_Wat is volgens de hoofdrolspeler een wet van de natuur?,dat meiden knapper worden na de zomer
56,video_3_condition_1_Hoe heet de hoofdrolspeler?,daan
57,video_3_condition_1_Waarom wordt de hoofdrolspeler boos en agressief?,omdat de andere jongen ongewenst gedrag vertonen naar de meid
58,video_3_condition_1_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,eerst troost hij haar en daarna kust hij haar
59,video_3_condition_1_Welke sport speelt het team in deze film?,korfbal
60,video_3_condition_1_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,
61,video_3_condition_1_Welke kleur heeft de bal?,geel met blauw
62,video_3_condition_1_Welke kleur is het shirt dat de gezette jongen draagt?,oranje
63,video_4_condition_0_In hoeverre was je aandacht gericht op de film?,0.5291666666666667
64,video_4_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.8541666666666666
65,video_4_condition_0_Wat is de naam van deze film?,samuel
66,video_4_condition_0_Hoe komt Samual aan geld?,gevonden
67,video_4_condition_0_Wat staat er op het briefje dat Samual bij zich had?,
68,video_4_condition_0_Wat doet Samual met het muntgeld?,hij gebruikt het om het nummer te bellen dat lp het briefje sotndperiod op het broefje stond het nummer van zijn dochtercomma ikdrkte perongeluk te snel door bij de vraag
69,video_4_condition_0_Waarom is Samual in Amsterdam?,om zijn dochter te zien de zwanger is van zijn kleinkind
70,video_4_condition_0_Waar zijn volgens Samual de dromen van de toekomst?,aan de andere kant van de oceaan
71,video_4_condition_0_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,het kind van het kinderdagverblijf naar wie hij zwaaide vanuit de gevangeniscomma hij doet dit door het eerst aan de politievrouw te geven
72,video_4_condition_0_Aan wie doet het meisje in het kinderdagverblijf samual denken?,zijn dochter
73,video_4_condition_0_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,
74,video_4_condition_0_Wat staat er op het raam van het kinderdagverblijf geschilderd?,een zon
