,questions,answers
25,video_2_condition_0_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,Johan
26,"video_2_condition_0_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",Als collegas maar ze waren van de schaatsclub
27,video_3_condition_1_In hoeverre was je aandacht gericht op de film?,0.5208333333333336
28,video_3_condition_1_In hoeverre was je aandacht gericht op de taak?,0.6229166666666667
29,video_3_condition_1_Wat voor fruit ligt er in de kleedkamer?,Banaan
30,video_3_condition_1_Waar is de hoofdpersoon op vakantie geweest?,Drenthe
31,video_3_condition_1_Wat is volgens de hoofdrolspeler een wet van de natuur?,Dat meisjes mooier worden in de zomervakantie
32,video_3_condition_1_Hoe heet de hoofdrolspeler?,Daan
33,video_3_condition_1_Waarom wordt de hoofdrolspeler boos en agressief?,Omdat alle jongens het meisje lastigvallen
34,video_3_condition_1_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,Hij troost haar en zoent haar daarna
35,video_3_condition_1_Welke sport speelt het team in deze film?,Korfbal
36,video_3_condition_1_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,Is het ballenhok dichtSLASH
37,video_3_condition_1_Welke kleur heeft de bal?,geel met blauw
38,video_3_condition_1_Welke kleur is het shirt dat de gezette jongen draagt?,roze achtig
39,video_4_condition_0_In hoeverre was je aandacht gericht op de film?,-0.004166666666666667
40,video_4_condition_0_In hoeverre was je aandacht gericht op de taak?,-1.0
41,video_4_condition_0_Wat is de naam van deze film?,geen idee
42,video_4_condition_0_Hoe komt Samual aan geld?,Door te bedelen op straat of eigenlijk gewoon door op straat te zitten
43,video_4_condition_0_Wat staat er op het briefje dat Samual bij zich had?,een telefoonnummer en een tekening van een uitzicht
44,video_4_condition_0_Wat doet Samual met het muntgeld?,hij probeert het nummer te bellen
45,video_4_condition_0_Waarom is Samual in Amsterdam?,omdat zijn dochter daar woont en die zwanger is
46,video_4_condition_0_Waar zijn volgens Samual de dromen van de toekomst?,het oversteken van de zee
47,video_4_condition_0_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,aan het kindje in het kinderdagverblijf naar wie hij heeft gezwaaid
48,video_4_condition_0_Aan wie doet het meisje in het kinderdagverblijf samual denken?,aan zijn dochter
49,video_4_condition_0_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,door nee te schudden en hem te negeren
50,video_4_condition_0_Wat staat er op het raam van het kinderdagverblijf geschilderd?,een olifant
51,video_5_condition_1_In hoeverre was je aandacht gericht op de film?,0.475
52,video_5_condition_1_In hoeverre was je aandacht gericht op de taak?,0.18333333333333332
53,video_5_condition_1_Wie is 'het lekkerste wijf op het feest?',Celine
54,video_5_condition_1_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,De persoon uit amsterdam
55,video_5_condition_1_Waar komt Florian vandaan?,Amsterdam
56,video_5_condition_1_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,Luide muziek
57,video_5_condition_1_Wat is de reden dat Bram en Florian naar buiten gaan?,Florian omdat hij het te druk vond en bram omdat hij graag bij Florian wou zijn
58,video_5_condition_1_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,Het is uitverkocht
59,video_5_condition_1_Welk spel speelt de groep in deze film?,Flesje draaien
60,video_5_condition_1_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,Omdat hij Florian wil zoenen
61,video_5_condition_1_Komt het flesje van Bram uit bij Florian?,Nee
62,video_5_condition_1_Wat is de kleur van het etiket op het flesje?,Wit met groen
63,video_0_condition_0_In hoeverre was je aandacht gericht op de film?,0.9
64,video_0_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9958333333333333
65,video_0_condition_0_Wat is de kleur van de dienstauto van de chauffeur?,Zwart
66,video_0_condition_0_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,Of ze Tom even willen halen
67,video_0_condition_0_Hoe heet de jongen die met de chauffeur mee gaat?,Tom
68,video_0_condition_0_Wat belooft de chauffeur de jongen als hij mee gaat?,Een wit speelgoed autootje
69,video_0_condition_0_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,Mac opeten
70,video_0_condition_0_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,Dan gaan ze naar de Mac Donalds
71,video_0_condition_0_Wat bestelt de jongen bij het restaurant?,Een hamburger en een happy meal en een vanille milkshake
72,video_0_condition_0_Wat is de relatie tussen de jongen en de chauffeur?,Vader zoon
73,video_0_condition_0_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,Omdat hij milkshake omgooid in zijn dienstauto
74,video_0_condition_0_Wat zegt de chauffeur tegen de moeder van de jongen?,Lul
