,questions,answers
49,video_0_condition_0_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,milkshake knoeien
50,video_0_condition_0_Wat zegt de chauffeur tegen de moeder van de jongen?,nietscomma zij zegt lul tegen hem
51,video_1_condition_1_In hoeverre was je aandacht gericht op de film?,0.23333333333333334
52,video_1_condition_1_In hoeverre was je aandacht gericht op de taak?,0.6479166666666667
53,video_1_condition_1_Wat is de naam van deze film?,x
54,video_1_condition_1_Is de pizzabezorger blij met zijn fooi?,nee
55,video_1_condition_1_Hoe heet de pizzabezorger?,rachid
56,video_1_condition_1_Op wat voor kleur scooter rijdt de pizzabezorger?,rood
57,video_1_condition_1_Welke kleur kleren heeft de baby?,blauw gestreept
58,video_1_condition_1_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,in de box achterop zijn scooter
59,video_1_condition_1_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,zodat ze niet horen dat de baby huilt
60,video_1_condition_1_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,x
61,video_1_condition_1_Waar geeft de pizzabezorger de baby af?,ik denk bij een ziekenhuis
62,video_1_condition_1_Welke dieren bekeken de pizzabezorger en baby?,een geit
63,video_4_condition_0_In hoeverre was je aandacht gericht op de film?,0.99375
64,video_4_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9375
65,video_4_condition_0_Wat is de naam van deze film?,samual
66,video_4_condition_0_Hoe komt Samual aan geld?,bedelen
67,video_4_condition_0_Wat staat er op het briefje dat Samual bij zich had?,een telefoonnummer
68,video_4_condition_0_Wat doet Samual met het muntgeld?,proberen te bellen
69,video_4_condition_0_Waarom is Samual in Amsterdam?,om zijn dochter op te zoeken
70,video_4_condition_0_Waar zijn volgens Samual de dromen van de toekomst?,aan de overkant van de zee
71,video_4_condition_0_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,aan het meisje van het kinderdagverblijf
72,video_4_condition_0_Aan wie doet het meisje in het kinderdagverblijf samual denken?,aan zijn dochter
73,video_4_condition_0_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,wegkijken
74,video_4_condition_0_Wat staat er op het raam van het kinderdagverblijf geschilderd?,x
