,questions,answers
27,video_1_condition_0_In hoeverre was je aandacht gericht op de film?,0.7145833333333333
28,video_1_condition_0_In hoeverre was je aandacht gericht op de taak?,0.8291666666666667
29,video_1_condition_0_Wat is de naam van deze film?,Geen idee
30,video_1_condition_0_Is de pizzabezorger blij met zijn fooi?,Nee
31,video_1_condition_0_Hoe heet de pizzabezorger?,Rachid
32,video_1_condition_0_Op wat voor kleur scooter rijdt de pizzabezorger?,Rood
33,video_1_condition_0_Welke kleur kleren heeft de baby?,Wit en blauw gestreept
34,video_1_condition_0_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,In de bak achterop zijn brommer
35,video_1_condition_0_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,Omdat de baby heel hard begintte huilen
36,video_1_condition_0_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,Galeria
37,video_1_condition_0_Waar geeft de pizzabezorger de baby af?,Ziekenhuis
38,video_1_condition_0_Welke dieren bekeken de pizzabezorger en baby?,Geiten
39,video_4_condition_1_In hoeverre was je aandacht gericht op de film?,0.008333333333333333
40,video_4_condition_1_In hoeverre was je aandacht gericht op de taak?,0.26666666666666666
41,video_4_condition_1_Wat is de naam van deze film?,Samuel
42,video_4_condition_1_Hoe komt Samual aan geld?,Op straat zitten 
43,video_4_condition_1_Wat staat er op het briefje dat Samual bij zich had?,Een tekening
44,video_4_condition_1_Wat doet Samual met het muntgeld?,Bellen
45,video_4_condition_1_Waarom is Samual in Amsterdam?,Zijn dochter is zwanger en woont daar
46,video_4_condition_1_Waar zijn volgens Samual de dromen van de toekomst?,Aan de andere kant van de zee
47,video_4_condition_1_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,Aan het meisje dat aan de overkant van het politiebureau zat
48,video_4_condition_1_Aan wie doet het meisje in het kinderdagverblijf samual denken?,zijn dochter
49,video_4_condition_1_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,Hij schuift het geld weer terug
50,video_4_condition_1_Wat staat er op het raam van het kinderdagverblijf geschilderd?,Konijn
51,video_0_condition_0_In hoeverre was je aandacht gericht op de film?,0.88125
52,video_0_condition_0_In hoeverre was je aandacht gericht op de taak?,0.8520833333333333
53,video_0_condition_0_Wat is de kleur van de dienstauto van de chauffeur?,Zwart
54,video_0_condition_0_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,Of ze Tom willen vragen naar hem toe te komen 
55,video_0_condition_0_Hoe heet de jongen die met de chauffeur mee gaat?,Tom
56,video_0_condition_0_Wat belooft de chauffeur de jongen als hij mee gaat?,Speelgoedautootje
57,video_0_condition_0_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,Hamburger en milkshake eten
58,video_0_condition_0_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,Naar autowasserette
59,video_0_condition_0_Wat bestelt de jongen bij het restaurant?,Milkshake en hamburger
60,video_0_condition_0_Wat is de relatie tussen de jongen en de chauffeur?,Vader zoon
61,video_0_condition_0_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,Tom stoot met zijn bewegende benen de milkshake omver
62,video_0_condition_0_Wat zegt de chauffeur tegen de moeder van de jongen?,niets
63,video_3_condition_1_In hoeverre was je aandacht gericht op de film?,0.3416666666666667
64,video_3_condition_1_In hoeverre was je aandacht gericht op de taak?,0.46458333333333335
65,video_3_condition_1_Wat voor fruit ligt er in de kleedkamer?,Banaan
66,video_3_condition_1_Waar is de hoofdpersoon op vakantie geweest?,In Nederland
67,video_3_condition_1_Wat is volgens de hoofdrolspeler een wet van de natuur?,In de zomer worden alle meisjes lekkerder
68,video_3_condition_1_Hoe heet de hoofdrolspeler?,Daan
69,video_3_condition_1_Waarom wordt de hoofdrolspeler boos en agressief?,Omdat hijhet vervelend vindt dat iedereen het meisje Brit wilt aanraken
70,video_3_condition_1_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,Troost haar en geeft haar een kus
71,video_3_condition_1_Welke sport speelt het team in deze film?,Korfbal
72,video_3_condition_1_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,Geen idee
73,video_3_condition_1_Welke kleur heeft de bal?,wit
74,video_3_condition_1_Welke kleur is het shirt dat de gezette jongen draagt?,Roze
