,questions,answers
38,video_3_condition_1_Welke kleur is het shirt dat de gezette jongen draagt?,oranje
39,video_5_condition_0_In hoeverre was je aandacht gericht op de film?,0.9270833333333336
40,video_5_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9104166666666667
41,video_5_condition_0_Wie is 'het lekkerste wijf op het feest?',weet haar naam niet meer
42,video_5_condition_0_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,weet zijn naam niet meercomma jongen uit amsterdam
43,video_5_condition_0_Waar komt Florian vandaan?,amsterdam
44,video_5_condition_0_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,flikker
45,video_5_condition_0_Wat is de reden dat Bram en Florian naar buiten gaan?,florian vond het te druk binnen bram die ging achter florian aan
46,video_5_condition_0_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,omdat het al was uitverkocht toen hij een ticket probeerde te kopen
47,video_5_condition_0_Welk spel speelt de groep in deze film?,spin the bottle
48,video_5_condition_0_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,omdat hij hoopt dat hij dan florian mocht zoenen
49,video_5_condition_0_Komt het flesje van Bram uit bij Florian?,nee
50,video_5_condition_0_Wat is de kleur van het etiket op het flesje?,groen
51,video_2_condition_1_In hoeverre was je aandacht gericht op de film?,0.8979166666666667
52,video_2_condition_1_In hoeverre was je aandacht gericht op de taak?,0.8020833333333336
53,video_2_condition_1_Wat bestelt de vrouw in het begin van de film?,kippensoep met extra kip
54,"video_2_condition_1_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",fredje toupetje
55,video_2_condition_1_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dame blanch
56,video_2_condition_1_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,omdat ze jarig is
57,video_2_condition_1_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,omdat het broer en zus zijn
58,video_2_condition_1_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,als een grote gezellige familie
59,video_2_condition_1_Hoeveel sterretjes stonden er op de taart?,2
60,video_2_condition_1_Wat was er aan de hand met de vrouw van Fred?,weet ik niet meer
61,video_2_condition_1_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,weet ik niet meer
62,"video_2_condition_1_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",ze dacht dat de groep daar uit eten was als bedrijfsuitje maar de het was een schaatsverreniging
63,video_1_condition_0_In hoeverre was je aandacht gericht op de film?,1.0
64,video_1_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9354166666666667
65,video_1_condition_0_Wat is de naam van deze film?,weet ik niet meerbackslash
66,video_1_condition_0_Is de pizzabezorger blij met zijn fooi?,hij nam hetwisselgeld niet eens aan
67,video_1_condition_0_Hoe heet de pizzabezorger?,rachid
68,video_1_condition_0_Op wat voor kleur scooter rijdt de pizzabezorger?,rood
69,video_1_condition_0_Welke kleur kleren heeft de baby?,wit blauw
70,video_1_condition_0_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,in de pizzabox achterop zijn scooter
71,video_1_condition_0_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,zodat zijn familie thuis de baby niet horen huilenm
72,video_1_condition_0_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,weet ik niet meer
73,video_1_condition_0_Waar geeft de pizzabezorger de baby af?,bij het ziekenhuis
74,video_1_condition_0_Welke dieren bekeken de pizzabezorger en baby?,geiten
