,questions,answers
29,video_5_condition_0_Wie is 'het lekkerste wijf op het feest?',Denise
30,video_5_condition_0_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,Florian
31,video_5_condition_0_Waar komt Florian vandaan?,Amsterdam
32,video_5_condition_0_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,Flikker
33,video_5_condition_0_Wat is de reden dat Bram en Florian naar buiten gaan?,Bram achtervolgt Florian
34,video_5_condition_0_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,Uitverkocht
35,video_5_condition_0_Welk spel speelt de groep in deze film?,Flesje draaien
36,video_5_condition_0_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,Hij wil kussen met Florian
37,video_5_condition_0_Komt het flesje van Bram uit bij Florian?,Nee
38,video_5_condition_0_Wat is de kleur van het etiket op het flesje?,Blauw
39,video_3_condition_1_In hoeverre was je aandacht gericht op de film?,0.3375
40,video_3_condition_1_In hoeverre was je aandacht gericht op de taak?,0.44375
41,video_3_condition_1_Wat voor fruit ligt er in de kleedkamer?,banaan
42,video_3_condition_1_Waar is de hoofdpersoon op vakantie geweest?,drente
43,video_3_condition_1_Wat is volgens de hoofdrolspeler een wet van de natuur?,dat meisje in de zomervakantie mooier worden
44,video_3_condition_1_Hoe heet de hoofdrolspeler?,geen idee
45,video_3_condition_1_Waarom wordt de hoofdrolspeler boos en agressief?,zijn vriendinnetje wordt lastig gevallen
46,video_3_condition_1_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,troost haar en kust
47,video_3_condition_1_Welke sport speelt het team in deze film?,korfbal
48,video_3_condition_1_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,geen idee
49,video_3_condition_1_Welke kleur heeft de bal?,wit
50,video_3_condition_1_Welke kleur is het shirt dat de gezette jongen draagt?,groenig
51,video_2_condition_0_In hoeverre was je aandacht gericht op de film?,0.44375
52,video_2_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.8979166666666667
53,video_2_condition_0_Wat bestelt de vrouw in het begin van de film?,tomatensoep
54,"video_2_condition_0_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",haar man
55,video_2_condition_0_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dame blanche
56,video_2_condition_0_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
57,video_2_condition_0_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,broer en zus
58,video_2_condition_0_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,happy familie
59,video_2_condition_0_Hoeveel sterretjes stonden er op de taart?,4
60,video_2_condition_0_Wat was er aan de hand met de vrouw van Fred?,geen idee
61,video_2_condition_0_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,robbert
62,"video_2_condition_0_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",werk uitje
63,video_1_condition_1_In hoeverre was je aandacht gericht op de film?,-0.15208333333333332
64,video_1_condition_1_In hoeverre was je aandacht gericht op de taak?,0.46875
65,video_1_condition_1_Wat is de naam van deze film?,geen idee
66,video_1_condition_1_Is de pizzabezorger blij met zijn fooi?,nee
67,video_1_condition_1_Hoe heet de pizzabezorger?,rachid
68,video_1_condition_1_Op wat voor kleur scooter rijdt de pizzabezorger?,zwart
69,video_1_condition_1_Welke kleur kleren heeft de baby?,blauw wit
70,video_1_condition_1_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,warmhoud box achetrop de brommer
71,video_1_condition_1_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,omdat de baby huild
72,video_1_condition_1_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,geen idee
73,video_1_condition_1_Waar geeft de pizzabezorger de baby af?,ziekenhuis
74,video_1_condition_1_Welke dieren bekeken de pizzabezorger en baby?,kinderboerderij
