,questions,answers
33,video_1_condition_0_Welke kleur kleren heeft de baby?,blauw wit gestreept
34,video_1_condition_0_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,in de pizzabox
35,video_1_condition_0_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,anders horen ze de baby huilen
36,video_1_condition_0_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,geen idee
37,video_1_condition_0_Waar geeft de pizzabezorger de baby af?,ziekenhuis
38,video_1_condition_0_Welke dieren bekeken de pizzabezorger en baby?,geiten en ganzen
39,video_0_condition_1_In hoeverre was je aandacht gericht op de film?,0.5583333333333333
40,video_0_condition_1_In hoeverre was je aandacht gericht op de taak?,0.6333333333333333
41,video_0_condition_1_Wat is de kleur van de dienstauto van de chauffeur?, zwart
42,video_0_condition_1_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,ken je hem daar
43,video_0_condition_1_Hoe heet de jongen die met de chauffeur mee gaat?,tom
44,video_0_condition_1_Wat belooft de chauffeur de jongen als hij mee gaat?,dat hij de witte speelgoedauto mag hebben
45,video_0_condition_1_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,hij laatde jongen auto rijden
46,video_0_condition_1_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,gaan eten halen bij de mc donalds
47,video_0_condition_1_Wat bestelt de jongen bij het restaurant?,happy meal hamburger en vanille milkshake
48,video_0_condition_1_Wat is de relatie tussen de jongen en de chauffeur?,vader en zoon
49,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,de jongen laat de milkshake vallen
50,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,niets
51,video_3_condition_0_In hoeverre was je aandacht gericht op de film?,0.8083333333333333
52,video_3_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.90625
53,video_3_condition_0_Wat voor fruit ligt er in de kleedkamer?,rotte banaan
54,video_3_condition_0_Waar is de hoofdpersoon op vakantie geweest?,drente
55,video_3_condition_0_Wat is volgens de hoofdrolspeler een wet van de natuur?,dat meisjes mooier worden in de zomervakantie
56,video_3_condition_0_Hoe heet de hoofdrolspeler?,daan
57,video_3_condition_0_Waarom wordt de hoofdrolspeler boos en agressief?,omdat iedereen aan het meisje zit
58,video_3_condition_0_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,zoent haar en slaat een arm om haar heen
59,video_3_condition_0_Welke sport speelt het team in deze film?,korfbal
60,video_3_condition_0_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,geen idee
61,video_3_condition_0_Welke kleur heeft de bal?,blauw geel
62,video_3_condition_0_Welke kleur is het shirt dat de gezette jongen draagt?,roze
63,video_5_condition_1_In hoeverre was je aandacht gericht op de film?,0.6979166666666664
64,video_5_condition_1_In hoeverre was je aandacht gericht op de taak?,0.48333333333333334
65,video_5_condition_1_Wie is 'het lekkerste wijf op het feest?',geen idee hoe ze heet
66,video_5_condition_1_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,floor florian
67,video_5_condition_1_Waar komt Florian vandaan?,amsterdam
68,video_5_condition_1_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,flikker
69,video_5_condition_1_Wat is de reden dat Bram en Florian naar buiten gaan?,even een luchtje scheppen
70,video_5_condition_1_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,uitverkocht
71,video_5_condition_1_Welk spel speelt de groep in deze film?,turning around
72,video_5_condition_1_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,om florian te kunnen zoenen
73,video_5_condition_1_Komt het flesje van Bram uit bij Florian?,ja
74,video_5_condition_1_Wat is de kleur van het etiket op het flesje?,groen
