,questions,answers
38,video_5_condition_0_Wat is de kleur van het etiket op het flesje?,wit
39,video_0_condition_1_In hoeverre was je aandacht gericht op de film?,0.5479166666666667
40,video_0_condition_1_In hoeverre was je aandacht gericht op de taak?,0.075
41,video_0_condition_1_Wat is de kleur van de dienstauto van de chauffeur?,blauw
42,video_0_condition_1_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,om tom te halen
43,video_0_condition_1_Hoe heet de jongen die met de chauffeur mee gaat?,tom
44,video_0_condition_1_Wat belooft de chauffeur de jongen als hij mee gaat?,een speelgoed mercedes
45,video_0_condition_1_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,kletsencomma milkshake drinken
46,video_0_condition_1_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,afgelegen terrein
47,video_0_condition_1_Wat bestelt de jongen bij het restaurant?,hamburgercomma happy mealcommahappy meal
48,video_0_condition_1_Wat is de relatie tussen de jongen en de chauffeur?,vader en zoon
49,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,milkshake gemorst
50,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,niks
51,video_3_condition_0_In hoeverre was je aandacht gericht op de film?,0.80625
52,video_3_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9104166666666667
53,video_3_condition_0_Wat voor fruit ligt er in de kleedkamer?,banaan
54,video_3_condition_0_Waar is de hoofdpersoon op vakantie geweest?,drenthe
55,video_3_condition_0_Wat is volgens de hoofdrolspeler een wet van de natuur?,meisjes worden knapper in de zomer
56,video_3_condition_0_Hoe heet de hoofdrolspeler?,daan
57,video_3_condition_0_Waarom wordt de hoofdrolspeler boos en agressief?,hoe de jongens doen tegen het meisje
58,video_3_condition_0_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,haar troosten en daarna zoenen
59,video_3_condition_0_Welke sport speelt het team in deze film?,korfbal
60,video_3_condition_0_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,slash
61,video_3_condition_0_Welke kleur heeft de bal?,wit met zwart
62,video_3_condition_0_Welke kleur is het shirt dat de gezette jongen draagt?,oranje
63,video_2_condition_1_In hoeverre was je aandacht gericht op de film?,0.26875
64,video_2_condition_1_In hoeverre was je aandacht gericht op de taak?,0.06458333333333345
65,video_2_condition_1_Wat bestelt de vrouw in het begin van de film?,soep met extra kip
66,"video_2_condition_1_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",haar man
67,video_2_condition_1_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dam blanche
68,video_2_condition_1_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
69,video_2_condition_1_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,broer en zus
70,video_2_condition_1_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,als een gelukkige familie
71,video_2_condition_1_Hoeveel sterretjes stonden er op de taart?,4
72,video_2_condition_1_Wat was er aan de hand met de vrouw van Fred?,verdrietig
73,video_2_condition_1_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,slash
74,"video_2_condition_1_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",bedrijfsuitjecomma schaatsteam
