,questions,answers
42,"video_2_condition_1_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",fredje toupetje
43,video_2_condition_1_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dame blance
44,video_2_condition_1_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
45,video_2_condition_1_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,broer zus
46,video_2_condition_1_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,als een familie
47,video_2_condition_1_Hoeveel sterretjes stonden er op de taart?,2
48,video_2_condition_1_Wat was er aan de hand met de vrouw van Fred?,dement
49,video_2_condition_1_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,geen idee
50,"video_2_condition_1_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",computers
51,video_3_condition_0_In hoeverre was je aandacht gericht op de film?,0.9020833333333333
52,video_3_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9083333333333333
53,video_3_condition_0_Wat voor fruit ligt er in de kleedkamer?,
54,video_3_condition_0_Waar is de hoofdpersoon op vakantie geweest?,Drenthe
55,video_3_condition_0_Wat is volgens de hoofdrolspeler een wet van de natuur?,dat meiden in de zomervakantie lekkerder zijn
56,video_3_condition_0_Hoe heet de hoofdrolspeler?,daan
57,video_3_condition_0_Waarom wordt de hoofdrolspeler boos en agressief?,om het gedrag van zijn medespelers
58,video_3_condition_0_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,hij geeft haar een kus
59,video_3_condition_0_Welke sport speelt het team in deze film?,korfbal
60,video_3_condition_0_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,geen idee
61,video_3_condition_0_Welke kleur heeft de bal?,blauw wit
62,video_3_condition_0_Welke kleur is het shirt dat de gezette jongen draagt?,oranje
63,video_0_condition_1_In hoeverre was je aandacht gericht op de film?,-0.3145833333333333
64,video_0_condition_1_In hoeverre was je aandacht gericht op de taak?,0.5208333333333336
65,video_0_condition_1_Wat is de kleur van de dienstauto van de chauffeur?,zwart
66,video_0_condition_1_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,of zze zijn zoon kennen en wilde roepen
67,video_0_condition_1_Hoe heet de jongen die met de chauffeur mee gaat?,tom
68,video_0_condition_1_Wat belooft de chauffeur de jongen als hij mee gaat?,geen idee
69,video_0_condition_1_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,de jonge laten autorijden
70,video_0_condition_1_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,naar de mc drive
71,video_0_condition_1_Wat bestelt de jongen bij het restaurant?,milkshake
72,video_0_condition_1_Wat is de relatie tussen de jongen en de chauffeur?,vader zoon
73,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,omdat zijn shake omvalt
74,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,niks
