,questions,answers
28,video_1_condition_1_In hoeverre was je aandacht gericht op de taak?,0.8083333333333333
29,video_1_condition_1_Wat is de naam van deze film?,geen idee
30,video_1_condition_1_Is de pizzabezorger blij met zijn fooi?,nee
31,video_1_condition_1_Hoe heet de pizzabezorger?,geen idee
32,video_1_condition_1_Op wat voor kleur scooter rijdt de pizzabezorger?,rood
33,video_1_condition_1_Welke kleur kleren heeft de baby?,wit blauw
34,video_1_condition_1_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,in de box van scooter
35,video_1_condition_1_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,babby huilt
36,video_1_condition_1_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,geen idee
37,video_1_condition_1_Waar geeft de pizzabezorger de baby af?,ziekenhuis
38,video_1_condition_1_Welke dieren bekeken de pizzabezorger en baby?,geen ideebackslash
39,video_5_condition_0_In hoeverre was je aandacht gericht op de film?,0.9520833333333333
40,video_5_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.975
41,video_5_condition_0_Wie is 'het lekkerste wijf op het feest?',een blonde
42,video_5_condition_0_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,neef van 
43,video_5_condition_0_Waar komt Florian vandaan?,geen idee
44,video_5_condition_0_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,geen idee
45,video_5_condition_0_Wat is de reden dat Bram en Florian naar buiten gaan?,rust op zoeken
46,video_5_condition_0_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,geen kaartjes meer
47,video_5_condition_0_Welk spel speelt de groep in deze film?,flesje draaien
48,video_5_condition_0_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,om hem te zoenen
49,video_5_condition_0_Komt het flesje van Bram uit bij Florian?,nee
50,video_5_condition_0_Wat is de kleur van het etiket op het flesje?,groen
51,video_4_condition_1_In hoeverre was je aandacht gericht op de film?,0.24583333333333332
52,video_4_condition_1_In hoeverre was je aandacht gericht op de taak?,0.47291666666666665
53,video_4_condition_1_Wat is de naam van deze film?,geen idee
54,video_4_condition_1_Hoe komt Samual aan geld?,bedelen
55,video_4_condition_1_Wat staat er op het briefje dat Samual bij zich had?,geen idee
56,video_4_condition_1_Wat doet Samual met het muntgeld?,bellen
57,video_4_condition_1_Waarom is Samual in Amsterdam?,dochter bezoeken
58,video_4_condition_1_Waar zijn volgens Samual de dromen van de toekomst?,geen idee
59,video_4_condition_1_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,meisje
60,video_4_condition_1_Aan wie doet het meisje in het kinderdagverblijf samual denken?,dochter
61,video_4_condition_1_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,duwt het terug
62,video_4_condition_1_Wat staat er op het raam van het kinderdagverblijf geschilderd?,nijntje
63,video_2_condition_0_In hoeverre was je aandacht gericht op de film?,0.9625
64,video_2_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9916666666666667
65,video_2_condition_0_Wat bestelt de vrouw in het begin van de film?,kip tomoaate soep met extra kip
66,"video_2_condition_0_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",Fred
67,video_2_condition_0_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,damblance
68,video_2_condition_0_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
69,video_2_condition_0_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,zijn broer en zus
70,video_2_condition_0_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,1 familie
71,video_2_condition_0_Hoeveel sterretjes stonden er op de taart?,8
72,video_2_condition_0_Wat was er aan de hand met de vrouw van Fred?,geen idee
73,video_2_condition_0_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,geen idee
74,"video_2_condition_0_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",ze dacht it bedrijf
