,questions,answers
26,video_4_condition_1_Wat staat er op het raam van het kinderdagverblijf geschilderd?,schaap
27,video_5_condition_0_In hoeverre was je aandacht gericht op de film?,0.91875
28,video_5_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9625
29,video_5_condition_0_Wie is 'het lekkerste wijf op het feest?',denise
30,video_5_condition_0_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,florian
31,video_5_condition_0_Waar komt Florian vandaan?,amsterdam
32,video_5_condition_0_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,flikkers
33,video_5_condition_0_Wat is de reden dat Bram en Florian naar buiten gaan?,te druk binnen
34,video_5_condition_0_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,uitverkocht
35,video_5_condition_0_Welk spel speelt de groep in deze film?,flesje draaien
36,video_5_condition_0_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,om florian te zoenen
37,video_5_condition_0_Komt het flesje van Bram uit bij Florian?,nee
38,video_5_condition_0_Wat is de kleur van het etiket op het flesje?,zwart
39,video_2_condition_1_In hoeverre was je aandacht gericht op de film?,0.0625
40,video_2_condition_1_In hoeverre was je aandacht gericht op de taak?,-0.55625
41,video_2_condition_1_Wat bestelt de vrouw in het begin van de film?,tomatensoep met veel kip
42,"video_2_condition_1_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",fred
43,video_2_condition_1_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dame blanche
44,video_2_condition_1_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
45,video_2_condition_1_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,het zijn broer en zus
46,video_2_condition_1_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,als een grote familie
47,video_2_condition_1_Hoeveel sterretjes stonden er op de taart?,20
48,video_2_condition_1_Wat was er aan de hand met de vrouw van Fred?,dement
49,video_2_condition_1_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,fred
50,"video_2_condition_1_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",van werk
51,video_3_condition_0_In hoeverre was je aandacht gericht op de film?,0.8833333333333333
52,video_3_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9625
53,video_3_condition_0_Wat voor fruit ligt er in de kleedkamer?,banaan
54,video_3_condition_0_Waar is de hoofdpersoon op vakantie geweest?,drenthe
55,video_3_condition_0_Wat is volgens de hoofdrolspeler een wet van de natuur?,dat meisjes in de zomer lekkerder worden
56,video_3_condition_0_Hoe heet de hoofdrolspeler?,daan
57,video_3_condition_0_Waarom wordt de hoofdrolspeler boos en agressief?,omdat de andere jongens britt lastig vallen
58,video_3_condition_0_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,haar geruststellen en dan een kus geven
59,video_3_condition_0_Welke sport speelt het team in deze film?,korfba
60,video_3_condition_0_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,geen idee
61,video_3_condition_0_Welke kleur heeft de bal?,geel met blauwe
62,video_3_condition_0_Welke kleur is het shirt dat de gezette jongen draagt?,oranje
63,video_0_condition_1_In hoeverre was je aandacht gericht op de film?,0.33125
64,video_0_condition_1_In hoeverre was je aandacht gericht op de taak?,0.49375
65,video_0_condition_1_Wat is de kleur van de dienstauto van de chauffeur?,zwart
66,video_0_condition_1_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,of ze tom willen halen
67,video_0_condition_1_Hoe heet de jongen die met de chauffeur mee gaat?,tom
68,video_0_condition_1_Wat belooft de chauffeur de jongen als hij mee gaat?,het speelgoedautotje
69,video_0_condition_1_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,burgers eten
70,video_0_condition_1_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,burgers halen
71,video_0_condition_1_Wat bestelt de jongen bij het restaurant?,happy meal hamburger en vanille milkshake
72,video_0_condition_1_Wat is de relatie tussen de jongen en de chauffeur?,vader en zoon
73,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,hij gooit een milkshake om
74,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,niks
